Date,Stock Symbol,Open Price,Close Price,Volume,Moving Average (50-day),RSI (Relative Strength Index)
2024-01-30,AAPL,155.79754426081672,163.7193702592866,4401754,280.9513795689268,41.252355371660435
2024-01-31,AAPL,216.85785941408727,213.21792891352456,2369042,278.0064469317354,46.141310322071604
2024-02-01,AAPL,246.5447373174767,238.74577580803023,2083509,276.37058563491433,45.651692100787436
2024-02-02,AAPL,282.4279936868144,276.9866969376532,216381,276.39523008702395,56.4944086148513
2024-02-05,AAPL,414.07038455720544,412.61254032973056,1621701,281.63435740405106,46.85448412595569
2024-02-06,AAPL,179.8695128633439,186.22980818179377,1720197,278.1008555810045,40.00091069156513
2024-02-07,AAPL,305.69377536544465,312.90838703057153,2331660,279.3439817042034,55.282193712336074
2024-02-08,AAPL,336.965827544817,327.1048701554408,1878226,280.99090889217706,56.58721639602578
2024-02-09,AAPL,118.58016508799909,118.79511113955041,1299386,275.5843823004228,47.71138442962944
2024-02-12,AAPL,343.01794076057536,341.36616082355096,3538618,277.7063751560076,53.71220186610314
2024-02-13,AAPL,168.2096494749166,162.6518056843312,2114484,274.1109198600177,45.68303081460152
2024-02-14,AAPL,126.0206371941118,118.41794454078546,3037629,269.3929509109501,45.09672949429043
2024-02-15,AAPL,479.5542149013333,476.30651832940583,2557184,275.4786440703164,56.64634325839341
2024-02-16,AAPL,486.25281322982374,495.11100730807414,3243963,281.7538544485381,53.932206730841386
2024-02-19,AAPL,423.35893924658444,419.82299788699953,4203022,285.5891084329398,57.43639427621284
2024-02-20,AAPL,221.84550766934828,222.2213201042156,1518175,283.8764655051364,50.24072412248057
2024-02-21,AAPL,139.06884560255355,143.1292247804571,3906688,280.17259074922384,47.5146824198653
2024-02-22,AAPL,373.69321060486277,370.96580265244864,3872962,282.5006218236655,52.223595366382504
2024-02-23,AAPL,276.0609974958405,285.49663915025974,4291423,282.57552225683037,46.91924992763482
2024-02-26,AAPL,148.81529393791152,158.06423983675376,4141776,279.5386617099992,49.28299670251592
2024-02-27,AAPL,298.0707640445081,293.1064099610154,2827423,279.8617033350234,49.498043822617085
2024-02-28,AAPL,113.75540844608736,113.70037856393506,1860427,275.9974864798818,45.00852625049274
2024-02-29,AAPL,463.7281608315128,459.7457270278482,4418427,280.173582855972,57.492017880396645
2024-03-01,AAPL,203.51199264000678,199.20880252755614,3551356,278.37436551534046,46.92751210835186
2024-03-04,AAPL,365.0089137415928,355.7466526886834,1231565,280.0563717582392,54.21380866729698
2024-03-05,AAPL,224.6844304357644,226.87571711536233,3544084,278.92486846796527,52.28250247323439
2024-03-06,AAPL,308.0272084711243,308.08078893570155,3027109,279.53228347770977,45.99303939074358
2024-03-07,AAPL,318.68411173731187,309.7136867623117,4472578,280.148230483518,45.54760869187433
2024-03-08,AAPL,173.94178221021082,169.51471149494304,2609079,277.93556010374647,44.17049373940265
2024-03-11,AAPL,487.83385110582344,495.9991688251565,2987004,283.04665085519605,56.01500447357877
2024-03-12,AAPL,410.05312934444584,404.84436715778526,2031760,281.48325958256686,55.71966540626546
2024-03-13,AAPL,475.7995766256756,468.6974740675001,231373,283.0755151369951,52.30079207392284
2024-03-14,AAPL,457.93094017105955,457.7199953766108,215294,285.43721889448517,54.20184364413866
2024-03-15,AAPL,339.1599915244341,348.8730006066461,3232514,289.00350319350815,54.69788788353182
2024-03-18,AAPL,468.74969400924675,463.59079943947677,4942611,295.1276461279485,54.23991658599146
2024-03-19,AAPL,135.3970008207678,138.83971176888537,4435868,295.47561829676636,50.583059028870686
2024-03-20,AAPL,178.3931449676581,183.62553727423244,1526388,290.11649942063434,42.55561825063151
2024-03-21,AAPL,118.09091556421522,112.84366644406322,3951424,285.67293338937327,47.406139474884625
2024-03-22,AAPL,230.13213230530573,234.6964592775429,2315167,282.87148998862426,46.287063778045656
2024-03-25,AAPL,255.4709158757928,252.82657853017787,3986402,285.84744502369585,50.853998874263205
2024-03-26,AAPL,208.53961270955836,211.18572932142993,789944,280.4473922779269,46.72609587042781
2024-03-27,AAPL,431.4950036607717,434.1655978759896,788105,280.2992840481063,53.65786292085245
2024-03-28,AAPL,242.70133067743572,243.41682435893088,2710910,281.34565949803294,52.10943275321925
2024-03-29,AAPL,212.3738038749523,204.17959927604048,2089173,281.9212902432928,40.03660564763694
2024-04-01,AAPL,317.0784332632994,323.7844831750842,3180761,284.78115959189194,47.28516937026815
2024-04-02,AAPL,156.36968998990505,152.78529128933977,1514466,283.28145864324273,40.12808215751398
2024-04-03,AAPL,420.8787923016159,414.609162509613,545101,285.50096241682263,48.835409637912825
2024-04-04,AAPL,129.82025747190832,120.6357603030036,1205534,282.3010938743499,44.3950355893015
2024-04-05,AAPL,494.7547746402069,496.57263350397176,3327802,287.8869765260787,50.717855748479245
2024-04-08,AAPL,408.89790771866296,412.44919495550863,1683593,289.11816120534417,56.65192447086924
2024-04-09,AAPL,179.48627261366897,169.8180291922261,1903649,289.240134384003,49.69377408334523
2024-04-10,AAPL,102.20884684944096,102.45070801542659,1324665,287.024789966041,49.769153073562386
2024-04-11,AAPL,426.18457138193367,420.7144868858924,2394544,290.66416418759826,53.80022491988434
2024-04-12,AAPL,382.74293753904686,385.64639334723586,4453127,292.8373581157899,52.694771199679785
2024-04-15,AAPL,391.60286721639494,385.09019579649475,598863,292.2869112251252,53.5881536680571
2024-04-16,AAPL,408.5081386743783,412.3268934364276,467654,296.8088529302179,49.50980899608669
2024-04-17,AAPL,129.61786069363615,127.35256761964689,2776188,293.0977365419994,47.50055057727537
2024-04-18,AAPL,243.38629141770903,252.1208911924437,3395990,291.5980569627394,50.99573677885219
2024-04-19,AAPL,146.34762381005189,139.09804269297175,1592785,292.00411559380785,46.15356067050153
2024-04-22,AAPL,445.2413703502374,442.06269737124256,897079,294.0180463247617,55.71082541489443
2024-04-23,AAPL,349.3192507310232,341.588721155835,4958380,297.5967846341918,48.46036857374558
2024-04-24,AAPL,232.35920994105967,240.85308230663094,4142787,300.04548738950865,52.75965369170415
2024-04-25,AAPL,125.42334011440946,132.97012718202907,4028083,293.17875956656115,40.48195569969779
2024-04-26,AAPL,224.3929286862649,219.551761240568,2799015,287.667574645211,44.957002644503824
2024-04-29,AAPL,230.07332881069883,233.27300973138242,3514527,283.9365748820987,51.884483061316644
2024-04-30,AAPL,391.84247133522564,398.18691533924994,1386125,287.4558867867994,58.30176673973896
2024-05-01,AAPL,355.0229885420853,356.1270047740745,3840047,291.71584238667174,47.854180027357685
2024-05-02,AAPL,454.88509703053063,455.47810859765076,548982,293.4060885055758,52.22501220409276
2024-05-03,AAPL,288.8859700647797,283.72301588278873,1272622,293.37061604022637,47.087890273208856
2024-05-06,AAPL,147.83769837532068,139.69975373143868,2603771,293.00332631812006,42.660378518016394
2024-05-07,AAPL,385.297914889198,393.24223004826456,3277825,295.00604271986504,57.281468255953605
2024-05-08,AAPL,404.31401944675895,412.32238059002555,1096161,300.97848276038684,54.656725319183785
2024-05-09,AAPL,324.5108790277985,327.17290817326386,4283839,298.32702638329516,55.556994505632034
2024-05-10,AAPL,408.3868719818244,405.16746780279846,766326,302.4461996888,48.742721326305414
2024-05-13,AAPL,297.5182385457563,294.5024300380095,749150,301.2213152357865,48.40650832065659
2024-05-14,AAPL,309.0931317527976,313.61224533020237,3475957,302.9560458000833,52.60630343437891
2024-05-15,AAPL,271.0164073434198,278.95861254247137,218834,302.3736022722187,55.518990685487765
2024-05-16,AAPL,110.16765069763808,117.90937918294043,3339576,298.5375161206313,46.36229888289022
2024-05-17,AAPL,143.15657079732176,148.75408171447424,3298649,298.12230352502195,47.01175983234685
2024-01-01,MSFT,317.05785388303065,310.6066447586251,2585195,310.6066447586251,0.0
2024-01-02,MSFT,214.61650085131376,219.62879588413094,4360507,265.11772032137804,0.0
2024-01-03,MSFT,336.3333042276043,342.4699990129496,260775,290.9018132185685,57.451009148236174
2024-01-04,MSFT,112.20009997561976,122.01020281563324,2767867,248.6789106178347,28.286250559211382
2024-01-05,MSFT,114.93927549968576,113.1916290379143,1663299,221.58145430185064,27.723294479793907
2024-01-08,MSFT,429.0402242638633,426.48058597971897,3569401,255.73130958149537,57.659705703558615
2024-01-09,MSFT,244.07625656450514,249.6045157793451,3875803,254.85605332404535,46.731780591659465
2024-01-10,MSFT,150.8242050607539,147.64027586581426,1444027,241.45408114176644,42.12895249775626
2024-01-11,MSFT,308.89730402192174,317.51245053399305,4266500,249.90501107423609,50.28652444933443
2024-01-12,MSFT,407.99742123944435,415.16567627630457,891267,266.4310775944429,54.01300571129606
2024-01-15,MSFT,186.32841099873727,184.90829154623765,597562,259.01991522642425,45.90027474258883
2024-01-16,MSFT,349.15619032760014,354.17361168343007,3948693,266.9493899311747,51.27966903634119
2024-01-17,MSFT,134.1389859975072,139.22984347920084,4678238,257.12480943486906,45.530587783732955
2024-01-18,MSFT,120.67268846744308,112.73516584416173,4137776,246.81126346410426,44.90996215800694
2024-01-19,MSFT,312.54185262725923,320.59291076085054,2104168,251.730039950554,50.232069173117374
2024-01-22,MSFT,316.2540486440426,316.3590960929997,4110912,255.76935595945685,52.342334309271585
2024-01-23,MSFT,354.9719605992826,361.50110992143743,4611732,261.9888708983969,50.47885977093405
2024-01-24,MSFT,390.43653348906463,386.8375255096769,4985211,268.9249072656902,57.38913714422214
2024-01-25,MSFT,490.34083178501385,498.25129635493784,2279996,280.99471721775586,60.162032963787425
2024-01-26,MSFT,306.52013932047817,304.3041728951614,1700396,282.1601900016261,46.558910573026495
2024-01-29,MSFT,229.1825891764984,219.39934220610436,3411149,279.1715782018394,49.10279166687297
2024-01-30,MSFT,418.0744779074815,426.18211743586676,222402,285.85387543974974,57.78874381732581
2024-01-31,MSFT,208.3329005048297,200.15863404055236,1266588,282.1279953789151,46.81839738369948
2024-02-01,MSFT,275.5885682822544,271.9748410340627,4732965,281.7049472812129,46.06276635791406
2024-02-02,MSFT,131.3825525369064,140.38379187792248,2596081,276.0521010650813,48.70549724821046
2024-02-05,MSFT,110.140297366183,119.15244030493413,2777618,270.01749872815253,42.523435567193296
2024-02-06,MSFT,485.05936587117003,486.52812363363574,4867999,278.03641076168896,60.07157412431625
2024-02-07,MSFT,434.3920482048823,437.0287924482783,4757860,283.71471010763855,59.280616664655
2024-02-08,MSFT,378.38968243747917,377.35859287704557,675278,286.94380951348023,51.77507243246781
2024-02-09,MSFT,263.58117776570793,259.44539319966924,1278049,286.02719563635316,48.33842909638965
2024-02-12,MSFT,169.3177280283383,165.89101893573664,3180201,282.15183509762363,44.44623937363351
2024-02-13,MSFT,162.5748170684344,166.0251861899752,4772311,278.5228773192596,43.639675681868546
2024-02-14,MSFT,200.09715926583812,205.1446498545917,3662737,276.2992946688151,41.190396626875646
2024-02-15,MSFT,319.69066588244823,325.5222467569652,3564442,277.7470285537607,50.66723766501952
2024-02-16,MSFT,385.83836908002496,391.63073193591606,1374732,281.00084865039366,55.480896076158764
2024-02-19,MSFT,364.0789506870925,355.90307274806634,3414692,283.0814659864402,47.49028912475823
2024-02-20,MSFT,211.97355877837714,211.86196487242876,4293398,281.1566146049804,50.44392683438853
2024-02-21,MSFT,481.94611226527763,473.0972874656105,4819607,286.20768494341803,56.670378386847624
2024-02-22,MSFT,395.1587666783074,396.14934432478213,1210389,289.0267018506325,58.80168061787747
2024-02-23,MSFT,321.7416210045603,320.5722310320278,127712,289.8153400801674,56.68155785935817
2024-02-26,MSFT,344.6882984937409,352.44238214890686,4171647,291.34282891111224,44.278525573634276
2024-02-27,MSFT,267.84002497111595,264.85832522215753,4012942,290.71224548994667,42.88469956817045
2024-02-28,MSFT,199.09239580046298,191.4337361290151,212816,288.4034429466692,42.40264209794535
2024-02-29,MSFT,242.38907146050462,235.24890510156135,1735156,287.1953852683713,48.94753692580232
2024-03-01,MSFT,403.13844418574763,408.3686568200971,235230,289.8881246361874,59.86417196131647
2024-03-04,MSFT,105.75739545190234,108.12175671822756,1866616,285.93668185536217,48.106735316429884
2024-03-05,MSFT,146.4290562027665,138.4515097252223,4563418,282.7986994696145,47.806731960804726
2024-03-06,MSFT,118.4010568087011,110.08319293100105,1483194,279.2004597500601,42.458708729078175
2024-03-07,MSFT,116.29152092758805,120.31090355677046,3201360,275.9578157461154,40.115965189315816
2024-03-08,MSFT,442.1842336044029,433.63949373168674,1981548,279.11144930582685,52.35548284397663
2024-03-11,MSFT,381.46314375200944,387.90034493781656,4445760,280.65732330941063,55.67201744134991
2024-03-12,MSFT,289.6695316349301,293.79437617806,3351298,282.14063491528924,43.525498930978145
2024-03-13,MSFT,139.1336642604006,130.76063987323857,4565150,277.90644773249505,40.977905042331805
2024-03-14,MSFT,296.64635004673295,288.34310432843677,100404,281.23310576275105,48.96220960561991
2024-03-15,MSFT,289.3887083122263,299.1214998822498,4997590,284.95170317963783,48.259403927671215
2024-03-18,MSFT,169.28074796400608,166.7661638791285,1423483,279.757414737626,46.888838892053
2024-03-19,MSFT,273.5406596951892,270.95350263652705,1822320,280.18439447476965,52.47383173269717
2024-03-20,MSFT,259.40189375894937,265.6578851040994,2432517,282.54474665953535,50.969242009913806
2024-03-21,MSFT,346.3400392208866,355.2850107685638,4637090,283.30019786422673,48.212920238740715
2024-03-22,MSFT,354.0374603470575,363.75748162351493,3296340,282.27203397117097,60.71010877081398
2024-03-25,MSFT,118.1216039088178,123.18916761399663,263273,281.03765149252615,49.456341721497495
2024-03-26,MSFT,249.8450458505885,247.3702375612068,3954418,278.9015840100817,54.57781176239587
2024-03-27,MSFT,350.3439662856946,342.01398061966796,3752692,282.95726675289103,56.99864802849794
2024-03-28,MSFT,301.2545034320351,306.79744175058386,1187341,286.83851227101945,45.14308130246881
2024-03-29,MSFT,442.5959364753289,443.764021470045,4077266,289.30193448520333,51.999394728562095
2024-04-01,MSFT,363.477452647578,361.9618928325175,3131756,290.2139904199937,52.46143504178581
2024-04-02,MSFT,165.17377083257188,173.30085853446658,943523,286.4499853922543,51.5081566936548
2024-04-03,MSFT,128.22749896017194,120.45144860629497,646237,281.12226385418666,43.57035081396539
2024-04-04,MSFT,356.96771128252624,356.82021336834345,4995207,278.2936421944548,51.88410671678069
2024-04-05,MSFT,110.60452421664873,100.83159711199711,4140479,274.22419067879144,48.00781299306265
2024-04-08,MSFT,334.3102325093853,333.6834453492678,192193,276.5098727416547,51.75862572746189
2024-04-09,MSFT,476.092096569983,467.21816208361975,3281915,277.3305936346098,55.271665665089344
2024-04-10,MSFT,330.1896711503516,322.56602947571304,4800254,279.778741543313,49.168199854229734
2024-04-11,MSFT,255.26797048260877,247.61849541815087,1286887,279.2916146309948,47.1439815625403
2024-04-12,MSFT,357.3152873769413,360.29949341926255,3108038,283.68992866182157,56.222240892439764
2024-04-15,MSFT,283.30115619660666,288.2220537819151,608153,287.0713209313612,51.1021719657518
2024-04-16,MSFT,318.24671572637396,319.91409102831716,3434817,283.7390402792548,49.382784567490155
2024-04-17,MSFT,476.5859235106101,485.8293744801009,3682069,284.71505191989127,54.659890741590644
2024-04-18,MSFT,254.4410551203097,251.93846671078379,2815514,282.20664939656604,45.246931634896
2024-04-19,MSFT,484.4762255295657,480.1904672552029,4981713,286.6215508776767,52.731256021055934
2024-04-22,MSFT,462.14025678242547,469.5122393462147,2758571,292.69397528588627,57.45606060148091
2024-04-23,MSFT,178.31645391571857,172.7883706861076,4934357,292.8292389758089,51.17333974616576
2024-04-24,MSFT,127.74452035006618,137.0089711388784,1779748,291.46652540149466,44.58503642011211
2024-04-25,MSFT,140.31120055097065,130.554290044767,2323069,287.5671662672507,50.83484562815754
2024-04-26,MSFT,107.28873026061989,116.68630679477266,3545498,282.0682777644278,43.05007442265576
2024-04-29,MSFT,137.77718430237135,128.64038254138288,4992472,277.52302396029415,38.24028750316293
2024-04-30,MSFT,373.20270936654276,381.0255716405042,581680,280.90629609565565,51.889082798425285
2024-05-01,MSFT,128.4754593840916,129.0294815658176,2736694,274.0249399776598,46.56133792753862
2024-05-02,MSFT,227.59025211750452,237.44954803989052,3061293,270.85094405196196,46.42896180538625
2024-05-03,MSFT,437.95012438778184,429.42605568248985,4200673,273.02802054497124,53.83709379969436
2024-05-06,MSFT,109.30877429433035,110.38585998235676,1634026,268.1868901016402,45.075334101723186
2024-05-07,MSFT,425.7873930355743,435.1734437479563,415826,271.5931924721562,48.89214022000738
2024-05-08,MSFT,212.74190990935998,213.20386679276294,3567366,272.02859508543116,49.14842263991037
2024-05-09,MSFT,147.2659310486625,149.85390381136776,427359,270.32069505962727,42.169831191856886
2024-05-10,MSFT,378.6948661456603,382.6098399253526,3848603,269.80551872173237,48.13631034211169
2024-05-13,MSFT,351.5771387119536,350.66796000730903,4301253,274.65644278751404,54.30351250140395
2024-05-14,MSFT,450.98880541082116,453.5399670125024,2960337,280.95821193325963,57.41717097812705
2024-05-15,MSFT,394.02841752155433,395.71470376001633,417537,286.6708421498399,56.06734882936089
2024-05-16,MSFT,421.39237215393945,429.4155323637592,650222,292.8529347259797,57.091445535384274
2024-05-17,MSFT,212.8138290285226,203.72275663535177,2673619,288.25459998405296,51.55211360918565
2024-01-01,GOOGL,318.97852275964465,325.0958204944675,3317635,325.0958204944675,0.0
2024-01-02,GOOGL,280.3641789664417,271.47724875358125,2400119,298.2865346240244,0.0
2024-01-03,GOOGL,464.1885113613092,471.03479206727286,1999443,355.86928710510716,78.82163104853228
2024-01-04,GOOGL,219.18378061678018,210.21649017427043,3548503,319.45608787239803,38.82484648320421
2024-01-05,GOOGL,309.4409104060045,299.80576003457173,1539758,315.52602230483274,47.90500795354199
2024-01-08,GOOGL,379.05674859738536,382.9959778447138,1905468,326.77101489481294,54.2153725523354
2024-01-09,GOOGL,418.5887102695509,428.5338209649188,3527975,341.30855861911374,57.0624294080994
2024-01-10,GOOGL,283.73872317846894,291.6709284379494,226108,335.1038548464682,48.07720505662637
2024-01-11,GOOGL,436.83656600748384,438.35653436359706,3260110,346.5763747928159,55.57462083410677
2024-01-12,GOOGL,407.567096526159,415.9150087878696,3330019,353.51023819232125,54.37344858460595
2024-01-15,GOOGL,126.49439114074634,116.60039126869844,1807692,331.97297938108284,42.20645654071321
2024-01-16,GOOGL,118.34450656185318,127.84584982075603,2180154,314.9623852510556,42.688281197954254
2024-01-17,GOOGL,348.3222737688365,348.1372493540122,2344702,317.51429787435995,50.73419944434864
2024-01-18,GOOGL,238.9653632901657,243.4232852226012,3477778,312.2220826849486,47.5603639666293
2024-01-19,GOOGL,183.65231643140567,190.06954589447272,2630034,304.0785802322502,46.09122751353936
2024-01-22,GOOGL,331.85997378869536,336.2291192054264,4632131,306.08798891807373,51.77913024151113
2024-01-23,GOOGL,236.625284182618,237.32601882351622,2792755,302.04316714780566,43.20261321736483
2024-01-24,GOOGL,314.905366685628,314.4377563681562,488349,302.7317554378251,53.39394301241474
2024-01-25,GOOGL,284.0476635934288,290.8193147674813,1162729,302.10478487622805,49.694220052458085
2024-01-26,GOOGL,333.9064423796615,328.00799358265067,3224071,303.39994531154923,48.06846704040595
2024-01-29,GOOGL,260.1201955641126,269.4800768941973,3486501,301.78471348215146,44.463531090870816
2024-01-30,GOOGL,379.0670294787727,383.2860790555077,2079079,305.48932100821315,53.24103683594033
2024-01-31,GOOGL,172.02690893971942,166.0170474864858,4688334,299.4253091159641,40.82380234367047
2024-02-01,GOOGL,378.6005864908316,383.32553016480136,3622905,302.92115165966567,49.029388762856186
2024-02-02,GOOGL,264.66448574301126,265.2612862066336,176077,301.4147570415444,54.96343115440853
2024-02-05,GOOGL,449.72704194176686,453.87164385465576,4427819,307.27848345743325,59.7325393398807
2024-02-06,GOOGL,306.09442194568436,311.45001197454116,1355564,307.43298451362244,48.85141107514132
2024-02-07,GOOGL,489.2441397080417,480.9899432998352,2008327,313.63144732741574,57.14751510194826
2024-02-08,GOOGL,340.7741582163841,340.89623734357104,225885,314.57161250038666,54.312727947109984
2024-02-09,GOOGL,189.53962636252822,198.1799132076669,641656,310.6918891906293,46.04484240215325
2024-02-12,GOOGL,428.71625473777965,425.1290985809699,770688,314.3834120741887,55.01282580673374
2024-02-13,GOOGL,238.0330511289547,239.91071308011266,2385166,312.05614023062384,48.11926947902938
2024-02-14,GOOGL,239.0476857930734,236.43229542327134,4524507,309.76450856979494,48.613419513046836
2024-02-15,GOOGL,112.72187259406606,111.80723203844805,2151531,303.9422357306377,44.72328090306934
2024-02-16,GOOGL,319.48612368296347,320.45818604172655,2892427,304.4141200252402,51.15925114995228
2024-02-19,GOOGL,313.76940149300924,314.74784109078877,3020803,304.7011678326166,48.360843773184605
2024-02-20,GOOGL,242.39659370879446,236.43120295539916,3457679,302.85603364674586,51.80391512963453
2024-02-21,GOOGL,457.6869051583703,461.37833611596693,4490020,307.0276731854096,51.99181136590101
2024-02-22,GOOGL,151.49935931985755,143.25672154471067,2781719,302.82841801513524,47.17503514122369
2024-02-23,GOOGL,232.03980532406217,224.81630079290258,990695,300.8781150845794,44.41967830035757
2024-02-26,GOOGL,228.6331058720116,218.6873238602982,4294430,298.8734616400847,47.57933286359238
2024-02-27,GOOGL,136.91623449149844,129.25015577433206,938761,294.834811500424,40.420787093936426
2024-02-28,GOOGL,292.4581576225173,291.9214816435552,600315,294.76705964328744,48.68243379345276
2024-02-29,GOOGL,375.1138868384332,377.23592445954995,2514472,296.64135202547527,54.970659747368195
2024-03-01,GOOGL,304.6628054189045,310.54859441823373,1399445,296.95040185642546,46.5085385337544
2024-03-04,GOOGL,162.7910730864775,154.92505808874623,598716,293.862894383215,47.362778373111524
2024-03-05,GOOGL,250.91438609682905,257.92893529715815,3241069,293.09834206223513,50.628263537001125
2024-03-06,GOOGL,101.03800975345862,105.95750026443298,3421127,289.19957452478087,49.831724799885635
2024-03-07,GOOGL,447.32044281423475,445.4908086729531,2659272,292.389191548213,53.34485916906457
2024-03-08,GOOGL,133.80680307227277,142.46556441427185,2376106,289.39071900553415,46.02365859829505
2024-03-11,GOOGL,338.91123290217223,348.72982243132003,2102324,289.8633990442712,52.447350970265745
2024-03-12,GOOGL,494.5027983467261,488.60283454779085,4427021,294.2059107601554,50.61615770930439
2024-03-13,GOOGL,314.636258394933,312.220830094209,3424323,291.02963152069407,54.08624210131957
2024-03-14,GOOGL,469.6167036429733,478.1456921147675,4051416,296.38821555950403,55.886341440163655
2024-03-15,GOOGL,194.44661324696173,198.8785442619873,594592,294.36967124405237,49.59156800945247
2024-03-18,GOOGL,403.98216357503424,394.944056454316,3345886,294.60863281624444,55.24753386948184
2024-03-19,GOOGL,312.5063015894136,318.13659122444193,3954261,292.4006882214349,50.535933352229485
2024-03-20,GOOGL,388.20642455658594,394.7652423001358,3678226,294.4625744986786,50.359641017682414
2024-03-21,GOOGL,124.93654500449658,129.94658349980284,2129454,288.2943754814027,46.57326262400629
2024-03-22,GOOGL,159.09563676249067,165.08637938088097,2527540,283.27780289326296,50.202038019139565
2024-03-25,GOOGL,153.2467714349913,159.74942496884725,1815630,284.1407835672659,47.96901211814413
2024-03-26,GOOGL,374.86620216133247,368.59430189709536,418408,288.9557526087927,55.30812793629971
2024-03-27,GOOGL,437.77626905345153,432.49010397475155,568276,290.6428097012075,49.70429747926543
2024-03-28,GOOGL,399.84649280343496,402.5216640778385,2254697,293.82477727831224,56.75394098649786
2024-03-29,GOOGL,112.18886109343767,120.34618370268798,611411,292.4303100344766,44.29362931709337
2024-04-01,GOOGL,446.8859924298893,443.20992407581923,3022808,294.56992613188436,48.96084182346221
2024-04-02,GOOGL,241.65866831725018,243.42480183315132,3217172,294.6919017920771,48.44178195277802
2024-04-03,GOOGL,258.865533001633,262.52517426997565,984377,293.6536501501135,44.76826502990235
2024-04-04,GOOGL,141.94766661299235,140.98663863897315,4335042,290.6569966275433,48.47890603477875
2024-04-05,GOOGL,394.9620824375276,399.2377315346341,1998739,292.081591386583,50.10924520182749
2024-04-08,GOOGL,172.91355139038322,180.9069002962267,1329336,290.31012785462354,46.742984265645184
2024-04-09,GOOGL,325.5860368075346,328.06806769117134,1117433,289.20576762733685,48.468288590607585
2024-04-10,GOOGL,436.28399435117245,437.0796155894651,4761029,294.62701898939645,57.59702337057714
2024-04-11,GOOGL,135.68173148482248,134.45662499258927,2861089,289.64964088595224,49.33090285775684
2024-04-12,GOOGL,314.1342256062094,315.6839510243319,3778086,290.6580941823062,53.16325788124137
2024-04-15,GOOGL,193.28656461992048,190.3938136562884,1681530,285.38853757833886,46.25821438812072
2024-04-16,GOOGL,237.1707457113041,235.00038791533416,2187258,283.8595450971547,45.81932074099522
2024-04-17,GOOGL,289.5879765722225,290.22512616598596,4592816,280.0442487544777,47.64793430642889
2024-04-18,GOOGL,242.04172131172191,233.37410355953824,4956447,277.893806078797,52.614129684929075
2024-04-19,GOOGL,359.5291361166304,354.1096439351263,2849178,281.01240069334625,47.72672863273903
2024-04-22,GOOGL,291.8328407017001,292.68982691396826,1096530,278.3636152600062,51.35241546875361
2024-04-23,GOOGL,333.6797938856677,332.31035674839654,871253,280.2116081333719,51.89438870720778
2024-04-24,GOOGL,394.72899015796514,391.38530587621483,2701623,283.31066834243074,57.03593036484303
2024-04-25,GOOGL,323.09690638017497,327.707889116361,1478246,287.628681483989,47.74333106208003
2024-04-26,GOOGL,334.61417386430367,338.4885260123704,4208997,287.9892882834019,55.72065355846042
2024-04-29,GOOGL,325.7834170090565,319.11803220892415,3003540,288.0766921057646,49.64185925504659
2024-04-30,GOOGL,251.50905038051573,259.0816326879845,3464695,288.5297007004163,42.58674452459067
2024-05-01,GOOGL,234.97873354876725,234.88720607684655,4078400,283.9998780996339,55.44569412253601
2024-05-02,GOOGL,459.85895885800494,464.68817708078586,4677456,290.4285072103554,57.67522073295861
2024-05-03,GOOGL,343.02208891742913,344.4851059025769,2291422,292.8218833125489,57.97907191600143
